Transaction_ID,Account_ID,Transaction_Date,Transaction_Amount,Merchant_ID,Merchant_Category,Transaction_Type,Is_Fraud
382,142,2019-02-27 20:00:00,364.98301140368415,108,automotive,ATM,0
383,216,2010-04-27 20:00:00,340.0004425077803,331,supermarket,Online,0
384,490,2013-08-13 05:00:00,82.85115389119902,914,supermarket,ATM,0
385,484,2018-10-21 19:00:00,416.05305436365524,191,online shopping,Online,0
386,201,2021-09-17 17:00:00,550.6464320121734,634,electronics,POS,0
387,207,2019-07-20 12:00:00,330.38997696127615,792,fashion,POS,0
388,422,2017-12-20 02:00:00,417.50175823335223,593,fashion,ATM,0
389,454,2019-09-28 22:00:00,673.9640066963614,771,automotive,Online,0
390,304,2013-03-05 03:00:00,441.9422392220349,747,online shopping,ATM,0
391,117,2019-02-07 16:00:00,409.74607348005895,989,automotive,POS,0
392,453,2017-11-20 14:00:00,85.16508888438123,725,online shopping,POS,0
393,154,2014-04-07 10:00:00,10.43440464444345,134,electronics,POS,0
394,470,2016-08-15 17:00:00,334.1978718675377,834,health,Online,0
395,89,2019-08-01 09:00:00,581.1968757851904,73,fashion,ATM,0
396,6,2013-08-21 09:00:00,143.54279637393842,849,health,POS,0
397,337,2015-02-20 00:00:00,191.0940403669086,249,online shopping,POS,0
398,380,2010-03-17 13:00:00,32.171136539648316,580,supermarket,POS,0
399,19,2015-07-21 02:00:00,411.20448149760625,977,online shopping,Online,0
400,358,2019-12-27 22:00:00,451.06022650490377,126,electronics,ATM,0
401,81,2011-04-29 14:00:00,74.0988020261828,752,automotive,POS,0
402,241,2021-09-16 09:00:00,729.4816904426698,837,fashion,ATM,0
403,183,2016-08-21 17:00:00,501.91069839013824,650,online shopping,POS,0
404,265,2012-09-08 04:00:00,235.87791847971317,370,automotive,ATM,0
405,401,2013-02-21 23:00:00,841.2879433359981,542,fashion,POS,0
406,236,2017-03-27 18:00:00,623.6716169934884,70,online shopping,ATM,0
407,77,2011-12-18 03:00:00,705.301725705533,140,automotive,POS,0
408,291,2010-02-05 16:00:00,551.617098755843,296,automotive,POS,0
409,318,2020-09-02 09:00:00,570.9073370143841,793,automotive,POS,0
410,176,2018-02-14 10:00:00,955.9291744293016,741,supermarket,ATM,0
411,377,2019-08-18 05:00:00,913.1698926987958,90,supermarket,ATM,0
412,312,2014-09-09 20:00:00,508.90781998473676,952,health,ATM,0
413,223,2020-11-03 07:00:00,568.243557932085,164,health,POS,0
414,388,2020-06-12 00:00:00,278.9208372160148,728,automotive,Online,0
415,82,2020-03-10 16:00:00,475.2449245125152,172,electronics,Online,0
416,104,2011-05-21 13:00:00,823.2834859330638,567,electronics,Online,0
417,171,2022-03-26 07:00:00,461.99494163964636,815,supermarket,POS,1
418,455,2022-04-27 21:00:00,83.61197582068203,634,supermarket,Online,0
419,155,2016-03-14 02:00:00,258.92585785242994,49,electronics,Online,0
420,232,2013-05-03 01:00:00,382.2081461092214,835,automotive,Online,0
421,272,2017-06-14 03:00:00,170.38797668630679,213,automotive,Online,0
422,303,2017-10-31 10:00:00,74.07448796929205,762,health,ATM,0
423,141,2021-07-08 15:00:00,659.534376168403,643,health,ATM,0
424,301,2012-08-08 07:00:00,264.1244801017486,741,fashion,POS,0
425,306,2011-05-09 15:00:00,372.40822766452885,595,electronics,POS,0
426,183,2020-10-18 23:00:00,661.3787689268777,224,health,Online,0
427,453,2022-06-30 01:00:00,96.40305296629104,472,online shopping,Online,0
428,318,2016-06-20 23:00:00,183.6843662322718,450,electronics,ATM,0
429,297,2019-07-15 12:00:00,553.3222485516188,64,electronics,POS,0
430,120,2022-07-24 19:00:00,667.0374419722734,773,fashion,Online,0
431,94,2019-07-16 22:00:00,506.4614280311921,808,online shopping,POS,0
432,341,2017-07-26 21:00:00,779.6365239020533,128,automotive,POS,0
433,302,2018-07-21 18:00:00,299.0996603216607,739,automotive,POS,0
434,358,2019-01-14 05:00:00,956.1428688174524,133,fashion,Online,0
435,318,2022-01-13 22:00:00,598.4643319100478,749,supermarket,POS,0
436,485,2015-08-30 16:00:00,671.8747415633325,459,electronics,ATM,0
437,7,2013-02-23 16:00:00,276.6981818446453,176,fashion,POS,0
438,49,2017-02-10 14:00:00,675.0722137642377,831,health,Online,0
439,255,2022-03-10 22:00:00,650.1447638250316,995,automotive,ATM,0
440,278,2017-02-02 07:00:00,670.9527949122687,843,fashion,POS,0
441,138,2020-10-05 16:00:00,158.25130831155687,520,electronics,POS,0
442,324,2010-01-04 05:00:00,497.1560134775386,610,health,POS,0
443,122,2011-12-05 10:00:00,306.9002807799729,219,automotive,ATM,0
444,250,2021-10-15 19:00:00,387.74144632455085,887,supermarket,Online,0
445,174,2022-06-30 10:00:00,187.12414164995616,455,supermarket,Online,0
446,466,2014-05-13 11:00:00,304.7747084326731,469,electronics,Online,0
447,150,2018-08-04 21:00:00,775.8210503907533,969,online shopping,Online,0
448,217,2020-01-29 09:00:00,936.6652596586054,844,online shopping,Online,0
449,355,2022-10-26 11:00:00,181.2586822032788,508,electronics,POS,0
450,48,2017-08-02 16:00:00,156.5053516926258,44,health,ATM,0
451,303,2012-05-13 04:00:00,612.8648820533956,757,fashion,Online,0
452,445,2014-06-16 06:00:00,238.87825259959516,714,electronics,ATM,0
453,28,2010-06-05 17:00:00,460.87263772959074,820,electronics,ATM,0
454,450,2014-05-23 16:00:00,81.10653605198182,246,online shopping,POS,0
455,255,2013-07-05 01:00:00,467.5574657632606,625,fashion,ATM,0
456,244,2018-10-06 09:00:00,144.69972096975746,837,fashion,ATM,0
457,59,2020-10-05 23:00:00,881.8688830502289,998,fashion,POS,0
458,152,2016-07-16 15:00:00,77.60367479122809,324,fashion,POS,0
459,219,2014-12-27 08:00:00,322.24525991042253,762,electronics,Online,0
460,40,2014-12-28 02:00:00,397.4382532380435,886,supermarket,ATM,0
461,325,2014-01-17 16:00:00,582.865571393481,763,fashion,POS,0
462,413,2010-10-25 18:00:00,748.45722517205,977,online shopping,POS,0
463,412,2012-04-15 17:00:00,525.3698969849071,544,supermarket,ATM,0
464,367,2020-06-27 18:00:00,57.927463560594525,249,health,Online,0
465,195,2018-04-06 05:00:00,762.8274612576342,573,electronics,ATM,0
466,241,2022-10-01 17:00:00,538.8337523398874,349,health,Online,0
467,54,2019-02-12 09:00:00,381.75187454697823,513,supermarket,ATM,0
468,185,2015-11-15 05:00:00,939.4492887700393,900,automotive,POS,0
469,210,2010-07-24 23:00:00,413.9249919142768,952,automotive,POS,0
470,57,2017-11-03 05:00:00,330.29118314057024,28,health,Online,0
471,185,2022-06-27 13:00:00,878.9206087559655,102,automotive,POS,0
472,419,2010-01-31 18:00:00,669.5307325977159,344,supermarket,ATM,0
473,227,2018-11-27 11:00:00,956.8511055502146,748,online shopping,POS,0
474,207,2019-08-29 05:00:00,532.9186280153258,632,electronics,ATM,0
475,153,2014-03-04 19:00:00,632.8232539700076,693,electronics,ATM,0
476,255,2016-06-23 12:00:00,169.60001629506226,523,online shopping,ATM,0
477,126,2021-01-13 00:00:00,933.5136460874891,196,online shopping,POS,0
478,40,2017-12-19 11:00:00,219.89892850679004,251,online shopping,Online,0
479,373,2014-10-28 00:00:00,954.9611809399146,116,automotive,ATM,0
480,404,2015-05-17 21:00:00,159.95700550759383,544,automotive,ATM,0
481,265,2016-06-15 13:00:00,527.9742671972242,628,supermarket,ATM,0
482,472,2022-03-10 19:00:00,237.52121398812443,758,health,ATM,0
483,172,2022-12-12 08:00:00,906.9524566172913,46,health,POS,0
484,235,2011-07-16 22:00:00,151.22415956700897,568,health,POS,0
485,494,2012-01-29 00:00:00,785.7792876557712,479,supermarket,POS,0
486,466,2014-07-11 19:00:00,888.6098926040077,622,supermarket,ATM,0
487,42,2019-11-25 04:00:00,468.25651737466535,509,automotive,ATM,0
488,253,2020-04-01 05:00:00,359.8844774632567,311,fashion,Online,0
489,11,2018-10-28 12:00:00,505.41256916179833,428,online shopping,Online,0
490,102,2015-08-24 23:00:00,421.5267967395974,341,online shopping,ATM,0
491,2,2012-02-01 19:00:00,522.1475503448615,274,electronics,POS,0
492,228,2017-03-19 16:00:00,424.5345942944959,348,health,POS,0
493,195,2014-10-08 06:00:00,873.78096773052,349,electronics,Online,0
494,75,2012-06-08 07:00:00,867.2354264592495,713,fashion,POS,0
495,487,2017-03-04 18:00:00,334.76373677100435,664,online shopping,Online,0
496,119,2010-09-14 04:00:00,702.9122146122502,7,online shopping,ATM,0
497,410,2019-01-13 14:00:00,366.12964879946276,671,electronics,Online,0
498,290,2011-11-09 09:00:00,887.735669589895,240,health,ATM,0
499,469,2016-02-14 03:00:00,792.9698011857407,622,health,POS,0
500,16,2014-11-21 13:00:00,659.887174450655,26,automotive,Online,0
501,48,2016-12-07 13:00:00,168.1514822729484,820,automotive,POS,0
502,358,2011-04-11 10:00:00,318.18833025582416,172,health,POS,0
503,11,2012-12-02 01:00:00,216.81816621607075,390,automotive,ATM,0
504,452,2013-11-19 05:00:00,975.2961943052941,799,supermarket,POS,0
505,451,2021-08-23 01:00:00,256.99173316268855,812,supermarket,ATM,0
506,454,2010-10-18 00:00:00,675.9927276752568,676,electronics,Online,0
507,408,2020-07-18 11:00:00,209.0086608241647,203,automotive,Online,0
508,384,2010-08-17 00:00:00,7.207731082078506,600,automotive,ATM,0
509,269,2022-04-26 08:00:00,3.441558668035527,147,automotive,POS,0
510,165,2016-07-25 07:00:00,678.5605714318374,174,online shopping,ATM,0
511,262,2017-02-18 05:00:00,921.6065411384396,894,automotive,ATM,0
512,406,2011-09-14 21:00:00,886.1374943033621,582,fashion,Online,0
513,202,2021-12-25 11:00:00,357.5315390817103,395,supermarket,Online,0
514,177,2020-04-30 02:00:00,731.4044819668889,448,health,ATM,0
515,255,2011-06-18 05:00:00,800.9430999506171,759,online shopping,Online,0
516,141,2020-06-08 14:00:00,496.451057505654,975,electronics,POS,0
517,219,2018-10-15 17:00:00,890.6514096142362,393,health,ATM,0
518,171,2012-11-28 14:00:00,570.0326270972998,83,health,POS,0
519,295,2015-02-13 17:00:00,39.7802173722136,223,online shopping,Online,0
520,317,2013-09-25 06:00:00,645.933568659338,960,supermarket,POS,0
521,165,2012-05-15 05:00:00,19.469022995672212,298,health,ATM,0
522,221,2018-08-16 16:00:00,639.8407106830206,202,automotive,POS,0
523,250,2018-05-15 02:00:00,540.6960501894054,626,fashion,ATM,0
524,438,2021-12-15 15:00:00,779.526776846907,434,electronics,ATM,0
525,214,2020-02-28 00:00:00,185.39781979667026,56,online shopping,Online,0
526,218,2013-08-28 13:00:00,37.65069875490246,411,automotive,Online,0
527,89,2016-09-19 20:00:00,421.5025976426643,655,automotive,Online,0
528,52,2018-10-23 04:00:00,894.0966151621279,875,automotive,Online,0
529,260,2020-09-25 21:00:00,630.2951641158271,580,health,Online,0
530,67,2018-09-30 10:00:00,272.98118086518895,27,supermarket,Online,1
531,390,2016-02-29 22:00:00,532.5233926958921,733,fashion,ATM,0
532,57,2012-05-29 08:00:00,215.7689026843228,176,online shopping,Online,0
533,215,2017-11-21 14:00:00,84.98250097294068,187,online shopping,Online,0
534,341,2015-12-24 04:00:00,224.24242736071974,387,fashion,ATM,0
535,284,2011-10-04 07:00:00,837.3279014502534,979,automotive,ATM,0
536,18,2020-05-28 19:00:00,917.3075912550959,110,fashion,POS,0
537,220,2018-06-03 17:00:00,568.8955726380397,903,online shopping,POS,0
538,439,2014-02-02 05:00:00,616.2187751596301,679,supermarket,ATM,0
539,495,2021-12-23 00:00:00,769.7213770554088,664,fashion,ATM,0
540,225,2022-08-09 20:00:00,346.45288785340045,372,online shopping,Online,0
541,238,2013-09-16 04:00:00,944.121562335519,60,online shopping,ATM,0
542,280,2016-08-29 08:00:00,571.8311976838411,296,online shopping,ATM,0
543,283,2017-06-25 11:00:00,553.8847459621788,437,electronics,ATM,0
544,264,2019-02-16 08:00:00,674.1787611607798,743,automotive,POS,0
545,450,2012-09-23 13:00:00,59.329364206833326,22,fashion,ATM,0
546,273,2020-03-21 20:00:00,43.91427062089248,275,electronics,POS,0
547,278,2016-09-10 00:00:00,671.1303830747155,425,supermarket,POS,0
548,455,2021-02-27 10:00:00,256.31850894805285,824,health,POS,0
549,23,2021-04-26 13:00:00,143.9345877088083,8,automotive,Online,0
550,389,2012-06-18 01:00:00,486.7300941878524,583,fashion,POS,0
551,363,2011-03-17 00:00:00,155.59430923708294,320,fashion,POS,0
552,276,2019-10-16 09:00:00,699.1416177470527,632,automotive,ATM,0
553,118,2011-06-13 06:00:00,762.6670945799399,229,online shopping,POS,0
554,147,2015-01-13 18:00:00,200.86284837090994,193,health,POS,0
555,498,2018-02-04 14:00:00,590.568389427386,589,fashion,POS,0
556,248,2015-01-10 22:00:00,598.9399198005,269,supermarket,Online,0
557,236,2017-07-24 19:00:00,42.061529886906925,893,fashion,Online,0
558,72,2015-12-23 10:00:00,447.88250328446435,417,supermarket,Online,0
559,348,2018-02-21 06:00:00,906.0518123919064,758,online shopping,Online,0
560,163,2015-05-06 06:00:00,634.1819006501762,588,online shopping,Online,0
561,271,2018-07-03 00:00:00,685.1456052885557,425,online shopping,ATM,0
562,377,2014-03-27 12:00:00,712.0078076614624,879,supermarket,Online,0
563,487,2014-11-03 14:00:00,335.77524260951964,93,health,ATM,0
564,427,2022-12-03 23:00:00,935.1534498859295,353,electronics,Online,0
565,19,2020-02-20 07:00:00,867.786910523975,790,fashion,POS,0
566,291,2013-06-24 15:00:00,316.496993339152,174,health,POS,0
567,161,2012-02-05 15:00:00,354.1149063042192,690,electronics,POS,0
568,196,2019-01-29 02:00:00,657.51618893322,603,supermarket,POS,0
569,338,2018-02-01 09:00:00,122.20817969623077,343,supermarket,ATM,0
570,27,2020-08-06 13:00:00,812.6813539614286,741,automotive,POS,0
571,15,2010-12-27 18:00:00,269.4070473702657,509,health,ATM,0
572,255,2010-10-09 03:00:00,223.9517948517311,892,fashion,POS,0
573,217,2011-11-07 13:00:00,191.07703271495902,962,online shopping,ATM,0
574,420,2010-09-19 00:00:00,58.668347502343735,323,automotive,Online,0
575,423,2012-01-01 18:00:00,440.7511185534498,211,online shopping,ATM,0
576,18,2020-03-06 07:00:00,97.38329790585564,687,automotive,POS,0
577,38,2022-06-28 02:00:00,66.65726461107246,597,automotive,Online,0
578,323,2020-01-16 12:00:00,688.0664829100941,901,online shopping,Online,0
579,1,2019-04-04 04:00:00,458.06066517486255,171,fashion,POS,0
580,7,2019-04-10 23:00:00,232.30913679013966,107,fashion,ATM,0
581,267,2015-11-04 23:00:00,868.5825787025744,581,electronics,Online,0
582,412,2022-04-03 06:00:00,194.73433270098272,349,automotive,POS,0
583,343,2011-08-21 04:00:00,706.8291486722354,55,supermarket,Online,0
584,112,2010-10-15 20:00:00,185.92525935714,227,automotive,ATM,0
585,62,2011-02-06 17:00:00,65.47343199332123,533,supermarket,POS,0
586,209,2014-04-03 01:00:00,66.70970904655793,62,online shopping,Online,0
587,213,2014-07-23 08:00:00,828.6046968904428,401,fashion,Online,0
588,180,2011-01-17 23:00:00,406.3861479246872,403,health,ATM,0
589,91,2011-03-18 15:00:00,539.7189434569062,474,fashion,POS,0
590,22,2017-03-11 14:00:00,0.5539632701416775,66,supermarket,Online,0
591,119,2016-12-13 04:00:00,115.86551521241229,968,health,ATM,0
592,166,2010-05-27 15:00:00,565.7017032234303,504,automotive,ATM,0
593,428,2013-02-05 18:00:00,927.7858698303431,127,health,POS,0
594,211,2010-01-01 20:00:00,170.7445214103166,698,automotive,Online,0
595,40,2020-05-26 01:00:00,69.6830784207162,39,online shopping,Online,0
596,322,2014-04-21 07:00:00,603.1506814575847,662,online shopping,Online,0
597,323,2015-01-19 15:00:00,93.19956113063266,990,online shopping,POS,0
598,158,2011-09-11 18:00:00,841.5367042763801,809,health,Online,0
599,54,2014-01-16 10:00:00,943.7783472904731,94,online shopping,ATM,0
600,188,2013-05-29 08:00:00,991.8739032480354,87,online shopping,ATM,0
601,404,2015-05-24 08:00:00,773.9351106450624,997,automotive,ATM,0
602,354,2020-09-29 03:00:00,308.0706246189853,13,fashion,POS,0
603,184,2019-06-09 22:00:00,557.8882569239182,281,electronics,ATM,0
604,437,2020-04-15 22:00:00,883.3417721324181,967,health,Online,0
605,385,2018-02-04 10:00:00,721.6515852380662,920,automotive,POS,0
606,373,2021-11-22 09:00:00,557.574405713543,602,fashion,ATM,0
607,116,2016-11-29 10:00:00,846.9285786088906,594,automotive,ATM,0
608,268,2018-07-14 22:00:00,570.0598657036364,962,health,Online,0
609,440,2019-07-19 05:00:00,801.3223083679223,178,automotive,Online,0
610,477,2017-12-09 08:00:00,363.34740303541315,227,automotive,ATM,0
611,59,2020-04-01 03:00:00,867.7796204627535,36,online shopping,Online,0
612,107,2018-02-11 13:00:00,522.6594580169167,870,supermarket,ATM,0
613,217,2016-08-08 22:00:00,490.49381037749697,922,automotive,Online,0
614,331,2017-08-27 04:00:00,995.7166938026622,443,automotive,ATM,0
615,466,2014-12-27 01:00:00,619.5482158913063,370,automotive,ATM,0
616,79,2022-08-07 03:00:00,740.3044206981494,633,automotive,POS,0
617,280,2012-03-12 13:00:00,992.384866026199,657,electronics,Online,0
618,221,2018-07-22 15:00:00,571.6303695031089,818,health,POS,0
619,490,2018-10-31 01:00:00,987.140311098911,511,electronics,ATM,0
620,104,2010-06-14 21:00:00,766.7941567556487,300,automotive,ATM,0
621,440,2012-08-03 19:00:00,321.0900789818671,233,automotive,POS,0
622,417,2011-01-26 03:00:00,775.1920121551526,763,health,POS,0
623,203,2019-08-31 23:00:00,232.4750026816017,2,automotive,Online,0
624,178,2016-01-26 22:00:00,787.1674497394424,979,automotive,POS,0
625,215,2017-07-13 19:00:00,801.9307520495295,621,fashion,ATM,0
626,59,2017-08-04 02:00:00,877.8296882157683,722,automotive,Online,0
627,349,2021-01-27 15:00:00,559.2624499701323,745,online shopping,ATM,0
628,381,2019-03-02 08:00:00,943.6877401502047,996,automotive,Online,0
629,200,2010-05-11 18:00:00,92.26267348262363,841,supermarket,ATM,0
630,304,2018-03-21 21:00:00,34.93127119894124,967,online shopping,Online,0
631,387,2016-05-04 08:00:00,256.87607938495637,421,fashion,POS,0
632,487,2010-01-13 10:00:00,213.78243395991726,221,fashion,Online,0
633,202,2018-03-03 10:00:00,432.3740309708896,98,fashion,ATM,0
634,415,2014-11-04 04:00:00,629.0846536572042,280,online shopping,POS,0
635,484,2017-09-22 01:00:00,913.3291264232652,925,supermarket,Online,0
636,217,2021-10-15 05:00:00,875.2265312061377,992,online shopping,ATM,0
637,397,2014-01-28 22:00:00,517.5958686640279,221,online shopping,Online,0
638,385,2013-11-30 20:00:00,722.2281857421042,717,supermarket,ATM,0
639,462,2013-03-15 00:00:00,298.17563229515144,820,health,Online,0
640,74,2013-08-25 06:00:00,525.6988236681144,575,supermarket,POS,0
641,473,2011-11-08 22:00:00,943.5240226044525,250,electronics,Online,0
642,95,2016-10-29 08:00:00,205.29288295840396,70,online shopping,Online,0
643,441,2010-12-27 17:00:00,730.4306211427224,620,automotive,POS,0
644,342,2015-09-28 14:00:00,656.2065554085086,204,online shopping,POS,0
645,291,2016-08-15 03:00:00,704.3739574357945,842,fashion,Online,0
646,117,2015-12-26 15:00:00,955.5522882726879,283,supermarket,Online,0
647,204,2016-08-08 10:00:00,186.29735131740765,426,online shopping,ATM,0
648,358,2019-01-12 16:00:00,792.592054682369,495,fashion,Online,0
649,22,2022-07-01 09:00:00,280.82066827046793,469,online shopping,ATM,0
650,463,2015-02-22 07:00:00,533.8618196854568,73,online shopping,Online,0
651,3,2010-10-29 19:00:00,315.0304284236073,414,fashion,POS,0
652,286,2016-03-22 15:00:00,111.3559137855059,587,supermarket,POS,0
653,84,2019-03-14 02:00:00,843.4775654017448,716,electronics,POS,0
654,12,2016-04-06 19:00:00,523.5880550488721,950,fashion,Online,0
655,477,2019-02-12 12:00:00,326.7914604426636,564,health,ATM,0
656,19,2013-02-01 16:00:00,495.3137590332983,532,online shopping,POS,0
657,430,2018-12-30 05:00:00,338.5284610540987,339,supermarket,POS,0
658,401,2014-02-25 02:00:00,816.1734600364294,58,electronics,Online,0
659,481,2022-06-10 15:00:00,215.24084657353592,498,automotive,POS,0
660,179,2020-06-21 07:00:00,165.38070729731402,237,electronics,ATM,0
661,131,2019-10-05 04:00:00,761.4283298930661,32,automotive,POS,0
662,333,2012-09-15 09:00:00,296.96098630440395,466,automotive,Online,0
663,452,2012-02-02 11:00:00,538.5431795045757,645,online shopping,Online,0
664,91,2021-01-28 07:00:00,980.2577669412502,603,automotive,ATM,0
665,192,2014-12-31 13:00:00,394.86829617574637,607,automotive,ATM,0
666,234,2016-12-03 18:00:00,536.7617404416934,282,online shopping,Online,0
667,477,2015-06-30 00:00:00,690.876917493566,49,electronics,ATM,0
668,63,2018-08-29 21:00:00,868.7644008034157,936,fashion,Online,0
669,220,2017-06-01 12:00:00,830.2086801676103,373,online shopping,ATM,0
670,124,2021-01-21 23:00:00,326.276408012441,851,electronics,POS,0
671,468,2014-12-17 08:00:00,210.2588297583381,145,electronics,POS,0
672,427,2019-08-06 06:00:00,664.7975367989703,155,supermarket,Online,0
673,402,2018-02-13 21:00:00,859.9150062272518,472,automotive,POS,0
674,445,2012-08-04 21:00:00,167.7127950307401,839,fashion,POS,0
675,15,2019-05-02 02:00:00,479.9848167381371,1,online shopping,Online,0
676,250,2014-06-27 14:00:00,922.707687726894,920,supermarket,Online,0
677,149,2010-09-21 12:00:00,495.65768385294575,476,electronics,Online,0
678,265,2021-10-22 08:00:00,539.7685838533196,862,fashion,ATM,0
679,214,2020-02-15 13:00:00,455.24311028593877,681,health,ATM,0
680,267,2013-04-07 18:00:00,927.666179712572,226,fashion,ATM,0
681,255,2014-03-18 01:00:00,214.1689888800078,81,fashion,Online,0
682,23,2022-06-24 23:00:00,139.0788109665626,528,electronics,ATM,0
683,270,2020-07-04 05:00:00,16.720463594201984,865,online shopping,POS,0
684,31,2018-09-13 11:00:00,137.30693289492123,703,supermarket,Online,0
685,350,2016-05-10 04:00:00,685.3956475476136,846,fashion,POS,0
686,188,2020-09-01 04:00:00,907.2441332359195,936,fashion,ATM,0
687,370,2012-10-27 00:00:00,824.8903939594866,321,health,ATM,0
688,452,2022-08-17 06:00:00,240.75553496990264,15,health,Online,0
689,226,2022-07-15 05:00:00,591.4545016609512,276,supermarket,ATM,0
690,44,2012-08-11 06:00:00,736.1720220987124,149,health,Online,0
691,89,2010-08-02 16:00:00,771.9259927111087,224,health,POS,0
692,59,2019-09-18 03:00:00,521.4647094627339,319,fashion,Online,0
693,267,2017-03-20 10:00:00,931.2750079369713,488,supermarket,ATM,0
694,156,2011-10-30 15:00:00,386.55944152662533,866,electronics,Online,0
695,290,2018-02-11 16:00:00,889.0492296226123,502,fashion,ATM,0
696,342,2016-06-08 22:00:00,154.54025520666391,7,supermarket,Online,0
697,371,2015-08-04 22:00:00,255.44386445608401,996,automotive,ATM,0
698,5,2020-12-13 13:00:00,5.651315531221668,969,supermarket,ATM,0
699,408,2012-02-07 14:00:00,969.5274112265292,390,electronics,POS,0
700,53,2012-03-10 14:00:00,812.9031211166317,220,health,Online,0
701,187,2018-02-12 00:00:00,77.92480560639659,610,online shopping,Online,0
702,15,2017-04-20 07:00:00,613.2390302890899,173,electronics,ATM,0
703,313,2010-05-30 10:00:00,423.51753966932637,644,supermarket,Online,0
704,203,2021-05-08 23:00:00,872.5603749382636,779,electronics,Online,0
705,60,2021-08-03 10:00:00,502.48696872799525,124,health,ATM,0
706,407,2018-03-28 00:00:00,467.23742059214277,681,online shopping,Online,0
707,323,2012-02-07 17:00:00,999.1406964402131,58,online shopping,ATM,0
708,319,2019-10-10 01:00:00,481.1890356569961,13,health,POS,0
709,90,2013-09-19 11:00:00,861.9956239693661,773,online shopping,ATM,0
710,222,2020-07-23 09:00:00,915.7297274891415,432,fashion,ATM,0
711,347,2015-02-28 08:00:00,61.158228997717615,445,online shopping,Online,0
712,363,2017-08-17 06:00:00,25.55542981939496,358,electronics,Online,0
713,463,2017-10-12 07:00:00,713.0528284870421,826,supermarket,ATM,0
714,407,2022-04-17 11:00:00,622.2606661344923,949,automotive,ATM,0
715,314,2019-05-01 04:00:00,520.3629891632178,288,electronics,Online,0
716,416,2015-02-07 21:00:00,713.80557112737,275,automotive,ATM,0
717,105,2020-06-20 03:00:00,413.70823914425915,563,electronics,ATM,0
718,125,2011-11-20 19:00:00,424.58922363656524,114,fashion,POS,0
719,461,2012-07-11 10:00:00,449.29588672260655,653,automotive,ATM,0
720,166,2015-06-08 15:00:00,584.5659273082154,675,automotive,ATM,0
721,372,2017-03-28 10:00:00,711.9773285408132,944,health,POS,0
722,487,2011-06-14 09:00:00,597.2885789311098,961,electronics,Online,0
723,159,2018-07-27 09:00:00,563.6127612958417,326,automotive,ATM,0
724,28,2017-03-06 01:00:00,203.31050291519014,881,health,Online,0
725,203,2022-07-01 20:00:00,72.9437730194037,600,supermarket,Online,0
726,166,2019-10-19 09:00:00,468.5531490867929,289,health,Online,0
727,272,2022-12-29 14:00:00,31.617807645842323,192,automotive,Online,0
728,124,2015-02-28 14:00:00,845.3546953084473,16,supermarket,Online,0
729,409,2018-09-03 05:00:00,33.3263579987213,465,health,Online,0
730,335,2013-04-11 08:00:00,771.6966613845764,85,electronics,ATM,0
731,208,2010-01-06 15:00:00,559.7223356467485,424,electronics,Online,0
732,129,2012-11-29 09:00:00,132.69139307056722,305,online shopping,ATM,0
733,434,2018-04-15 13:00:00,26.15535814590131,219,supermarket,POS,0
734,433,2022-08-02 23:00:00,520.0634581165664,343,supermarket,Online,0
735,461,2016-11-05 17:00:00,190.75073949798593,728,electronics,ATM,0
736,211,2014-08-02 02:00:00,840.9146321810516,600,fashion,Online,0
737,391,2020-06-01 15:00:00,942.3686786026361,104,electronics,ATM,0
738,183,2021-12-16 09:00:00,324.1818383134524,947,electronics,ATM,0
739,484,2016-04-01 23:00:00,151.8408478424297,239,electronics,POS,0
740,139,2011-06-19 12:00:00,311.84055255266486,627,automotive,POS,0
741,173,2018-06-21 00:00:00,705.5587873510915,155,health,Online,0
742,283,2018-09-23 21:00:00,980.2215409058446,479,electronics,POS,0
743,462,2019-06-18 01:00:00,610.3955264927577,828,automotive,POS,0
744,212,2012-12-11 15:00:00,104.93739222995069,395,fashion,POS,0
745,19,2020-04-07 02:00:00,571.834640115914,395,automotive,POS,0
746,56,2013-06-29 03:00:00,11.629560492663838,499,electronics,Online,0
747,93,2015-03-17 16:00:00,138.60824605401345,234,electronics,POS,0
748,236,2014-06-30 01:00:00,468.72140096731084,211,online shopping,Online,0
749,463,2012-12-03 15:00:00,645.4713234655202,781,supermarket,ATM,0
750,77,2010-03-29 04:00:00,302.36810644895985,773,health,POS,0
751,3,2022-05-12 15:00:00,89.23222560352906,681,online shopping,ATM,0
752,473,2013-04-17 08:00:00,338.8096700763682,346,automotive,Online,0
753,462,2020-07-26 00:00:00,988.2373245580893,80,health,Online,0
754,80,2021-10-12 17:00:00,234.50970404179105,17,electronics,POS,0
755,45,2014-01-02 06:00:00,648.5584306181145,152,fashion,POS,0
756,113,2010-06-10 17:00:00,201.07141259865747,906,health,Online,0
757,235,2021-03-24 05:00:00,729.3749332657386,846,electronics,ATM,0
758,12,2016-10-13 06:00:00,663.8416837799685,267,electronics,POS,0
759,240,2021-11-01 05:00:00,18.581920408144548,263,online shopping,POS,0
760,390,2019-05-18 07:00:00,616.8233099971036,769,supermarket,Online,0
761,356,2017-03-10 00:00:00,591.1172765702345,597,electronics,ATM,0
762,82,2021-01-29 21:00:00,829.0019253546278,731,online shopping,ATM,0
763,311,2013-12-16 05:00:00,154.9195744784182,489,health,Online,0
764,497,2014-11-15 07:00:00,496.68094072707447,285,automotive,POS,0
